authors,title,language_code
Masashi Kishimoto,"Naruto, Vol. 05: Exam Hell (Naruto, #5)",eng
Louise Rennison,"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)",
Natasha Anders,"The Unwanted Wife (Unwanted, #1)",eng
Emma Chase,"Royally Screwed (Royally, #1)",eng
Anna Godbersen,"Splendor (Luxe, #4)",en-US
Charlotte Brontë,The Professor,eng
Chloe Neill,"Drink Deep (Chicagoland Vampires, #5)",en-US
غسان كنفاني,رجال في الشمس,ara
"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",The Little Mermaid,en-US
Meg Cabot,"Big Boned (Heather Wells, #3)",eng
Jack Kerouac,The Subterraneans,eng
"Angela Elwell Hunt, Tim Jonke",The Tale of Three Trees,en-US
Frank Miller,"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)",en-US
Agatha Christie,"The Moving Finger (Miss Marple, #4)",en-GB
Patricia Cornwell,"Hornet's Nest (Andy Brazil, #1)",eng
"John Eldredge, Brent Curtis",The Sacred Romance Drawing Closer To The Heart Of God,eng
Louis Sachar,There's a Boy in the Girls' Bathroom,eng
Katie McGarry,"Crash into You (Pushing the Limits, #3)",eng
Edmund Morris,Colonel Roosevelt,eng
"William Carlos Williams, Charles Tomlinson",Selected Poems,
Timothy Zahn,"Vision of the Future (Star Wars: The Hand of Thrawn, #2)",eng
Haruki Murakami,"1Q84 BOOK 2 (1Q84, #2)",jpn
Ali Smith,How to Be Both,eng
Meg Cabot,"Princess on the Brink (The Princess Diaries, #8)",
"Thomas Hardy, Patricia Ingham",The Woodlanders,eng
Jane Green,Tempting Fate,eng
Barbara Delinsky,While My Sister Sleeps,en-US
Mark Bowden,Killing Pablo: The Hunt for the World's Greatest Outlaw,
Chris Cleave,Gold,eng
Lesley Livingston,"Wondrous Strange (Wondrous Strange, #1)",eng
Franklin Foer,How Soccer Explains the World,
"Fernando Pessoa, Richard Zenith",The Book of Disquiet,eng
"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh","Batman: Earth One, Volume 1",eng
"Anne Lamott, Sam Lamott",Some Assembly Required: A Journal of My Son's First Son,en-US
MaryJanice Davidson,"Undead and Unappreciated (Undead, #3)",en-US
"Douglas Preston, Lincoln Child","Blue Labyrinth (Pendergast, #14)",eng
Manning Marable,Malcolm X: A Life of Reinvention,eng
Marlo Morgan,Mutant Message Down Under,eng
Lara Adrian,"Ashes of Midnight (Midnight Breed, #6)",eng
"Michael Buckley, Peter Ferguson","Once Upon a Crime (The Sisters Grimm, #4)",eng
Bert Dodson,Keys to Drawing,eng
"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred","Fables, Vol. 9: Sons of Empire",eng
Karen Chance,"Embrace the Night (Cassandra Palmer, #3)",en-US
Len Deighton,"The Ipcress File (Secret File, #1)",en-US
"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",The Fannie Farmer Cookbook: Anniversary,
بهاء طاهر,واحة الغروب,ara
Keary Taylor,"Branded (Fall of Angels, #1)",eng
Flann O'Brien,The Third Policeman,eng
Alexander McCall Smith,"Tea Time for the Traditionally Built (No. 1 Ladies' Detective Agency, #10)",eng
Erin Hunter,"Starlight (Warriors: The New Prophecy, #4)",en-US
Suzanne Wright,"Feral Sins (The Phoenix Pack, #1)",eng
"Hergé, Leslie Lonsdale-Cooper, Michael Turner",Tintin in the Land of the Soviets (Tintin #1),eng
Kathy Reichs,"Flash and Bones (Temperance Brennan, #14)",eng
Ottessa Moshfegh,Eileen,eng
J.D. Robb,"Creation in Death (In Death, #25)",eng
Anna Dewdney,Llama Llama Mad at Mama,en-US
Karin Slaughter,Cop Town,eng
"Nicholas Ganz, Tristan Manco",Graffiti World: Street Art from Five Continents,
Ed Young,Lon Po Po: A Red-Riding Hood Story from China,eng
Anita Amirrezvani,The Blood of Flowers,en-US
E. Nesbit,"Five Children and It (Five Children, #1)",eng
Essam Youssef,2 ضباط,ara
Clive Cussler,"Flood Tide (Dirk Pitt, #14)",eng
Victoria Schwab,"This Savage Song (Monsters of Verity, #1)",eng
"L.J. Smith, Kevin Williamson, Julie Plec","Bloodlust (The Vampire Diaries: Stefan's Diaries, #2)",en-US
Nalini Singh,Branded by Fire (Psy-Changeling #6),eng
Morgan Matson,The Unexpected Everything,eng
"Anne Rampling, Anne Rice",Exit to Eden,eng
"Mary-Jane Knight, Rick Riordan",Percy Jackson & the Olympians:  The Ultimate Guide,en-US
G. Willow Wilson,Alif the Unseen,en-US
"Robert Foster, J.R.R. Tolkien",The Complete Guide to Middle-Earth,
Lucinda Riley,The Orchid House,en-US
Amy Harmon,"The Bird and the Sword (The Bird and the Sword Chronicles, #1)",eng
Terry Brooks,"The Black Unicorn (Magic Kingdom of Landover, #2)",eng
"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",The Awakening and Selected Stories,eng
Uwem Akpan,Say You're One of Them,
Elly Griffiths,"The Crossing Places (Ruth Galloway, #1)",en-GB
Roland Smith,Peak (Peak #1),en-US
"Henning Mankell, Ebba Segerberg","One Step Behind  (Kurt Wallander, #7)",eng
Frederick Forsyth,The Devil's Alternative,
Alice Hoffman,Faithful,eng
C.J. Sansom,"Sovereign (Matthew Shardlake, #3)",en-US
Sandra Brown,Envy,eng
"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",Batman and Son,eng
Harold McGee,On Food and Cooking: The Science and Lore of the Kitchen,en-US
"Michael Buckley, Peter Ferguson","Magic and Other Misdemeanors (The Sisters Grimm, #5)",
Maya Banks,"In Bed with a Highlander (McCabe Trilogy, #1)",eng
William Styron,The Confessions of Nat Turner,eng
Jodee Blanco,Please Stop Laughing at Me... One Woman's Inspirational Story,en-US
Drew Karpyshyn,"Rule of Two (Star Wars: Darth Bane, #2)",eng
Gemma Burgess,A Girl Like You,eng
Whitney G.,"Sincerely, Carter (Sincerely Carter, #1)",
John Scalzi,The Android's Dream,en-US
Isabel Allende,The Stories of Eva Luna,en-US
Lama Surya Das,Awakening the Buddha Within: Tibetan Wisdom for the Western World,en-US
Edie Claire,Long Time Coming,en-US
Sara Zarr,Story of a Girl,en-US
Lee Child,High Heat (Jack Reacher #17.5),eng
Kim van Alkemade,Orphan Number Eight,eng
J.D. Robb,"Delusion in Death (In Death, #35)",en-US
David Weber,"Field of Dishonor (Honor Harrington, #4)",eng
David Byrne,How Music Works,
Mary Kay Andrews,Save the Date,eng
Paul Auster,Oracle Night,eng
Jack Finney,"Time and Again (Time, #1)",eng
Heather Burch,One Lavender Ribbon,en-US
"Nicky Cruz, Jamie Buckingham",Run Baby Run,en-US
August Wilson,Fences (The Century Cycle #6),eng
Richard Wurmbrand,Tortured for Christ N/E,en-US
Lynda Cohen Loigman,The Two-Family House,eng
C.S. Lewis,Miracles,eng
"Daniel Coyle, John Farrell","The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",
Elizabeth Little,Dear Daughter,eng
Carrie Anne Noble,The Mermaid's Sister,en-US
P.G. Wodehouse,"The Inimitable Jeeves (Jeeves, #2)",en-US
"Margaret Weis, Tracy Hickman","Dragons of Summer Flame (Dragonlance: The Second Generation, #2)",eng
Tom Rob Smith,"The Secret Speech (Leo Demidov, #2)",eng
Carl Hiaasen,"Star Island (Skink, #6)",
China Miéville,Un Lun Dun,eng
"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 5: Whiteout (Death Note, #5)",eng
Richard Castle,"Heat Rises (Nikki Heat, #3)",en-US
David Simon,Homicide: A Year on the Killing Streets,en-US
"Benedict Freedman, Nancy Freedman","Mrs. Mike (Mrs. Mike, #1)",eng
Connor Franta,A Work in Progress,eng
Rene Denfeld,The Enchanted,eng
Paul  Hoffman,"The Left Hand of God (The Left Hand of God, #1)",en-GB
Katie Cotugno,How to Love,eng
Adam Gopnik,Paris to the Moon,eng
Jenny Downham,You Against Me,eng
Ann M. Martin,A Dog's Life: The Autobiography of a Stray,eng
Tamora Pierce,"The Will of the Empress (Circle Reforged, #1)",eng
"Tyler Hamilton, Daniel Coyle","The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",eng
Ian Fleming,"Doctor No (James Bond, #6)",eng
"Isabel Allende, Oliver Brock, Frank Wynne",Ripper,eng
Samad Behrangi,ماهی سیاه کوچولو,per
Robertson Davies,Fifth Business,eng
"Alan    Richardson, Karen Tack","Hello, Cupcake",en-US
Larry Correia,"Monster Hunter Vendetta (Monster Hunter International, #2)",eng
Maeve Binchy,Nights of Rain and Stars,en-GB
Lincoln Peirce,"Big Nate on a Roll (Big Nate Novels, #3)",
Catherine Bybee,"Wife by Wednesday (The Weekday Brides, #1)",eng
"Dick Riley, Pam McAllister, Bruce Cassiday","The New Bedside, Bathtub and Armchair Companion to Agatha Christie",en-US
L.A. Casey,"Dominic (Slater Brothers, #1)",eng
Kresley Cole,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)",eng
Kelly Corrigan,Glitter and Glue,eng
"Walter Lord, Nathaniel Philbrick",A Night to Remember,en-US
Brady Udall,The Lonely Polygamist,en-US
Carl Hiaasen,Stormy Weather,en-US
"Richard Russo, Arthur Morey",That Old Cape Magic,eng
Maya Banks,"The Darkest Hour (KGI, #1)",eng
Donald Ray Pollock,The Devil All the Time,eng
Saroo Brierley,A Long Way Home,eng
Erin Hunter,"Twilight (Warriors: The New Prophecy, #5)",en-US
Orhan Pamuk,Istanbul: Memories and the City,eng
"Clare Naylor, Mimi Hare",The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,en-US
"Charles Dickens, Patricia Ingham, Hablot Knight Browne",Martin Chuzzlewit,eng
John Marsden,"Darkness, Be My Friend (Tomorrow, #4)",en-US
Stephen King,UR,eng
James A. Michener,Tales of the South Pacific,en-US
V.S. Naipaul,A Bend in the River,eng
Matthew Desmond,Evicted: Poverty and Profit in the American City,eng
Sarah J. Maas,"The Assassin and the Empire (Throne of Glass, #0.5)",eng
Abbi Glines,"Misbehaving (Sea Breeze, #6)",eng
Genevieve Cogman,"The Invisible Library (The Invisible Library, #1)",eng
Anne Tyler,Saint Maybe,en-US
"Marjane Satrapi, Anjali Singh",Embroideries,eng
Mary Downing Hahn,Deep and Dark and Dangerous (A Ghost Story),
"Melissa Anelli, J.K. Rowling","Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",en-US
Francisco X. Stork,Marcelo in the Real World,eng
Stephen King,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",eng
Tere Liye,Daun Yang Jatuh Tak Pernah Membenci Angin,ind
Brandon Sanderson,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",eng
Jeffrey Brown,Darth Vader and Son,eng
Daniel C. Dennett,Darwin's Dangerous Idea: Evolution and the Meanings of Life,en-US
Andrzej Sapkowski,"Pani Jeziora (Saga o Wiedźminie, #7)",pol
C.J. Box,"Open Season (Joe Pickett, #1)",en-US
Shannon Hale,"Palace of Stone (Princess Academy, #2)",eng
Jill Alexander Essbaum,Hausfrau,eng
Amanda Brown,Legally Blonde,
Susan Dennard,"Truthwitch (The Witchlands, #1)",eng
Gavin Menzies,1421: The Year China Discovered America,eng
"Hope Larson, Madeleine L'Engle",A Wrinkle in Time: The Graphic Novel,eng
Nora Ephron,Heartburn,eng
Liza Klaussmann,Tigers in Red Weather,eng
Ken Follett,Hornet Flight,en-US
"Henning Mankell, Laurie Thompson","The White Lioness (Kurt Wallander, #3)",eng
"Margaret Weis, Tracy Hickman","Elven Star (The Death Gate Cycle, #2)",en-US
Sherman Alexie,Flight,en-US
"Ludwig Wittgenstein, G.E.M. Anscombe",Philosophical Investigations,en-US
Carrie Jones,"Endure (Need, #4)",eng
Claire Contreras,"Kaleidoscope Hearts (Hearts, #1)",eng
Bernard Cornwell,"Enemy of God (The Warlord Chronicles, #2)",en-US
Harper Sloan,"Cage (Corps Security, #2)",eng
Tarryn Fisher,Mud Vein,eng
"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,eng
James Rollins,Ice Hunt,eng
Laurell K. Hamilton,"Strange Candy (Anita Blake, Vampire Hunter #0.5)",en-US
Jeffrey Archer,First Among Equals,eng
Stephen Hawking,Black Holes and Baby Universes,eng
Stephen R. Donaldson,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",eng
Nalini Singh,"Archangel's Blade (Guild Hunter, #4)",
Will Durant,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,eng
Elaine Pagels,The Gnostic Gospels,en-US
Jonathan Tropper,How to Talk to a Widower,
Edgar Rice Burroughs,"The Gods of Mars (Barsoom, #2)",eng
"Vince Flynn, Kyle Mills, Armand Schultz","The Survivor (Mitch Rapp, #14)",eng
Nalini Singh,Kiss of Snow (Psy-Changeling #10),eng
Roxane Gay,An Untamed State,eng
Tim Winton,Breath,
American Psychiatric Association,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,eng
Laurie R. King,"A Monstrous Regiment of Women (Mary Russell, #2)",eng
Orson Scott Card,"Alvin Journeyman (Tales of Alvin Maker, #4)",en-US
Elizabeth Wein,"Rose Under Fire (Code Name Verity, #2)",eng
"Kiyohiko Azuma, あずま きよひこ","Yotsuba&!, Vol. 01 (Yotsuba&! #1)",eng
"Black Elk, John G. Neihardt",Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,en-GB
Ben Mezrich,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",en-US
Jeffery Deaver,"The Sleeping Doll (Kathryn Dance, #1)",eng
Christine Feehan,"Dark Legend (Dark, #8)",eng
"Jeph Loeb, Jim Lee, Scott Williams","Batman: Hush, Vol. 1",eng
Heather Gudenkauf,One Breath Away,eng
Greg Iles,The Devil's Punchbowl,eng
Sara Ryan,"Empress of the World (Battle Hall Davies, #1)",en-US
Jim Butcher,"Welcome to the Jungle (The Dresden Files, #0.5)",eng
Connie Willis,"Blackout (All Clear, #1)",eng
Bella Forrest,"A Blaze of Sun (A Shade of Vampire, #5)",eng
Alice Hoffman,The Red Garden,eng
Jean de Brunhoff,Babar the King,en-US
Gordon Korman,Ungifted,eng
Michael Frayn,Noises Off,
Harlan Coben,The Final Detail (Myron Bolitar #6),eng
Dan Simmons,"Olympos (Ilium, #2)",en-US
Tom Standage,A History of the World in 6 Glasses,en-US
Karen   White,The Sound of Glass,eng
Robert Hicks,The Widow of the South,eng
Jennifer L. Armentrout,Obsession,eng
"Randy Alcorn, Alex Kendrick, Stephen Kendrick",Courageous,
"Kate DiCamillo, Yoko Tanaka",The Magician's Elephant,eng
Anne Tyler,Back When We Were Grownups,eng
James Joyce,The Dead,eng
"محمد المنسي قنديل, Mohamed Mansi Qandil",قمر على سمرقند,ara
Aleatha Romig,"Convicted (Consequences, #3)",eng
Bree Despain,"The Lost Saint (The Dark Divine, #2)",eng
Dean Koontz,Relentless,en-US
Stephen R. Lawhead,"Taliesin (The Pendragon Cycle, #1)",eng
Carl Hiaasen,Basket Case,
حسن كمال,المرحوم,ara
Orson Scott Card,"The Memory of Earth (Homecoming, #1)",eng
Dolen Perkins-Valdez,Wench,en-US
Karen Chance,"Curse the Dawn (Cassandra Palmer, #4)",eng
Beth Moore,Praying God's Word: Breaking Free From Spiritual Strongholds,
Michael Ondaatje,In the Skin of a Lion,
Jodi Picoult,Where There's Smoke,en-US
"Jack Welch, John A. Byrne, Mike Barnicle",Jack: Straight from the Gut,eng
Shel Silverstein,The Missing Piece Meets the Big O ,en-US
"Milan Kundera, Aaron Asher",Life is Elsewhere,eng
Anna Quindlen,Blessings,
Gena Showalter,"Wicked Nights (Angels of the Dark, #1)",eng
Pittacus Lore,"Six's Legacy (Lorien Legacies: The Lost Files, #1)",eng
Mercedes Lackey,Magic's Promise (Valdemar: Last Herald-Mage #2),eng
Lisa Scottoline,Most Wanted,eng
Meg Cabot,"Underworld (Abandon, #2)",eng
Mark Bittman,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,
Rosamunde Pilcher,Coming Home,eng
"Tim LaHaye, Jerry B. Jenkins","Glorious Appearing: The End of Days (Left Behind, #12)",eng
خالد الباتلي,ليتها تقرأ,ara
John Sandford,"Silken Prey (Lucas Davenport, #23)",eng
John Sandford,"Mad River (Virgil Flowers, #6)",eng
Anita Brookner,Hotel du Lac,eng
Pat Barker,"The Ghost Road (Regeneration, #3)",en-US
Mark Twain,Pudd'nhead Wilson,eng
"Aristotle, Joe Sachs",Metaphysics,
Emily Murdoch,If You Find Me,eng
Carl Hiaasen,"Native Tongue (Skink, #2)",eng
Sandra Dallas,The Persian Pickle Club,en-US
Rachel Vincent,"My Soul to Save (Soul Screamers, #2)",en-US
Jill Murphy,"The Worst Witch (Worst Witch, #1)",
"Cynthia Rylant, Stephen Gammell",The Relatives Came,eng
Siri Hustvedt,What I Loved,en-GB
Andrea Hirata,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4)",ind
Ellen Hopkins,Tilt,eng
Todd J. McCaffrey,"Dragonheart (Pern, #21)",
J.C. Reed,"Conquer Your Love (Surrender Your Love, #2)",eng
Brian Jacques,"Pearls of Lutra (Redwall, #9)",
"Ken Robinson, Lou Aronica",The Element: How Finding Your Passion Changes Everything,eng
Geraldine Brooks,The Secret Chord,eng
Rick Riordan,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),eng
Amy Harmon,A Different Blue,eng
Chuck Klosterman,Downtown Owl,eng
William C. Dietz,Halo: The Flood,en-US
Terry Brooks,"Antrax (Voyage of the Jerle Shannara, #2)",eng
Billy Collins,Sailing Alone Around the Room: New and Selected Poems,eng
Anna Carey,"Once (Eve, #2)",en-US
Samantha Young,"Into the Deep (Into the Deep, #1)",eng
Lois McMaster Bujold,"Mirror Dance (Vorkosigan Saga, #8)",en-US
"Jennifer Crusie, Bob Mayer",Agnes and the Hitman,eng
"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",Logicomix: An epic search for truth,en-US
Laurent Binet,HHhH,fre
Kate Andersen Brower,The Residence: Inside the Private World of the White House,
Jennifer L. Armentrout,"Stone Cold Touch (The Dark Elements, #2)",eng
Lori Nelson Spielman,The Life List,eng
Kelley Armstrong,"The Rising (Darkness Rising, #3)",eng
"Thomas Mann, John E. Woods, T.J. Reed",Buddenbrooks: The Decline of a Family,eng
Anton Chekhov,Uncle Vanya,eng
"James Patterson, Richard DiLallo",The Christmas Wedding,eng
T.A. Barron,"The Lost Years (The Lost Years of Merlin, #1)",eng
Maria V. Snyder,"Storm Glass (Glass, #1)",eng
"Iris Murdoch, Mary Kinzie","The Sea, the Sea",eng
Jamie McGuire,"Eden (Providence, #3)",
Margaret Peterson Haddix,"Among the Enemy (Shadow Children, #6)",en-US
Amy A. Bartol,"Incendiary (The Premonition, #4)",en-US
L. Ron Hubbard,Battlefield Earth: A Saga of the Year 3000,eng
Dave Ramsey,Financial Peace Revisited,
Mary Higgins Clark,I'll Be Seeing You,eng
Carol Burnett,This Time Together: Laughter and Reflection,eng
Ruth Ozeki,My Year of Meats,eng
Octavia E. Butler,Fledgling,en-US
Kristen Ashley,"At Peace (The 'Burg, #2)",en-GB
"Samuel Shem, John Updike",The House of God,eng
"Ayşe Kulin, John W. Baker",Last Train to Istanbul,eng
Pam Muñoz Ryan,Echo,eng
Keri Smith,Wreck This Journal,
"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",The Gulag Archipelago 1918-1956,eng
Heinrich Harrer,Seven Years in Tibet,
J. Courtney Sullivan,Commencement ,en-US
Suzanne Weyn,"The Bar Code Tattoo (Bar Code, #1)",eng
Kresley Cole,"MacRieve (Immortals After Dark, #14)",eng
Larry Levin,Oogy: The Dog Only a Family Could Love,en-GB
James Ellroy,"American Tabloid (Underworld USA, #1)",eng
Thomas E. Sniegoski,"The Fallen and Leviathan (The Fallen, #1-2)",eng
Anne McCaffrey,"The Renegades of Pern (Pern, #10)",
"José Saramago, Giovanni Pontiero",Baltasar and Blimunda,eng
"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",The Cake Bible,
Robert  Beatty,"Serafina and the Black Cloak (Serafina, #1)",eng
"Alan Dean Foster, George Lucas",A New Hope  (Star Wars: Novelizations #4),eng
Nancy Thayer,Summer House,eng
Sarah Turnbull,Almost French: Love and a New Life in Paris,
Amélie Nothomb,Stupeur et tremblements,fre
Anne Rice,Pandora / Vittorio the Vampire (New Tales of the Vampires),
